1		0.104404		9578.15
2		0.109727		18227
3		0.11436		26232.9
4		0.1157		34572.2
5		0.107705		46423
6		0.106699		56233
7		0.109512		63919.9
8		0.111479		71762.5
9		0.116388		77327.4
10		0.11749		85113.6
11		0.127995		85940.9
12		0.110772		108331
13		0.132829		97870
14		0.13851		101076
15		0.14581		102874
16		0.151775		105419
17		0.161553		105229
18		0.170537		105549
19		0.179248		105998
20		0.183332		109092
21		0.197406		106380
22		0.204271		107700
23		0.212039		108471
24		0.219102		109538
25		0.239545		104365
26		0.240532		108094
27		0.24894		108460
28		0.258133		108471
29		0.265229		109339
30		0.273147		109831
31		0.292418		106013
32		0.301094		106279
33		0.302511		109087
34		0.31428		108184
35		0.319482		109552
36		0.325247		110685
37		0.340673		108609
38		0.345868		109869
39		0.354504		110013
40		0.366905		109020
41		0.382521		107184
42		0.385171		109043
43		0.392356		109594
44		0.396021		111105
45		0.40215		111898
46		0.414498		110978
47		0.428408		109708
48		0.432571		110965
49		0.441549		110973
50		0.446074		112089
51		0.458554		111219
52		0.468368		111024
53		0.474445		111709
54		0.484556		111442
55		0.497931		110457
56		0.501075		111760
57		0.504007		113094
58		0.525365		110400
59		0.521041		113235
60		0.536534		111829
61		0.533895		114255
62		0.560581		110600
63		0.581904		108265
64		0.570028		112275
65		0.589211		110317
66		0.594474		111023
67		0.602363		111229
68		0.612064		111099
69		0.615813		112047
70		0.628424		111390
71		0.642983		110423
72		0.63467		113445
73		0.658161		110915
74		0.634636		116602
75		0.673391		111377
76		0.677269		112215
77		0.68762		111980
78		0.702822		110981
79		0.712114		110937
80		0.716911		111590
81		0.710632		113983
82		0.735495		111490
83		0.743333		111659
84		0.760433		110463
85		0.758913		112002
86		0.766713		112167
87		0.781448		111332
88		0.784062		112236
89		0.788794		112830
90		0.809587		111168
91		0.817456		111321
92		0.825822		111404
93		0.836557		111170
94		0.822557		114278
95		0.836372		113586
96		0.866939		110734
97		0.85565		113364
98		0.874004		112128
99		0.866152		114299
100		0.88654		112798
101		0.892638		113148
102		0.893752		114126
103		0.916695		112360
104		0.936605		111039
105		0.884327		118734
106		0.952464		111290
107		0.949896		112644
108		0.956246		112942
109		0.967829		112623
110		0.988909		111234
111		0.949024		116962
112		0.992298		112869
113		1.01147		111719
114		1.01715		112078
115		1.03088		111555
116		1.03475		112104
117		1.01001		115841
118		1.05883		111444
119		1.04738		113617
120		1.07703		111417
121		1.09109		110898
122		1.07519		113468
123		1.11772		110045
124		1.03784		119479
125		1.11818		111789
126		1.12377		112123
127		1.15198		110245
128		1.14096		112186
129		1.15109		112067
130		1.15479		112574
131		1.1813		110894
132		1.19027		110899
133		1.19169		111606
134		1.20536		111170
135		1.22147		110522
136		1.20407		112950
137		1.21138		113094
138		1.2359		111660
139		1.25638		110635
