# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 727K of event 'cycles'
# Event count (approx.): 421628435506
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   libc-2.19.so         [.] 0x000000000007feb6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008060c                        
     0.00%  server   server               [.] 0x000000000000840f                        
     0.00%  server   server               [.] 0x000000000000a101                        
     0.00%  server   server               [.] 0x0000000000007613                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001500b6                        
     0.00%  server   server               [.] 0x0000000000008774                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f3bd                        
     0.00%  server   server               [.] 0x0000000000009ac2                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801b5                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827f8                        
     0.00%  server   server               [.] 0x0000000000008f40                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbf6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8b5                        
     0.00%  server   server               [.] 0x000000000000ecd2                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140228                        
     0.00%  server   server               [.] 0x000000000000a15e                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800db                        
     0.00%  server   [kernel.kallsyms]    [k] __queue_work                              
     0.00%  server   server               [.] 0x00000000000085d4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000150090                        
     0.00%  server   [kernel.kallsyms]    [k] discard_slab                              
     0.00%  server   server               [.] 0x000000000000a025                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc48                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc31                        
     0.00%  server   server               [.] 0x000000000000d570                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f0cc                        
     0.00%  server   server               [.] 0x000000000000c40c                        
     0.00%  server   server               [.] 0x0000000000008432                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083245                        
     0.00%  server   server               [.] 0x0000000000008016                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083295                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbd9                        
     0.00%  server   [kernel.kallsyms]    [k] __tlb_remove_page                         
     0.00%  server   server               [.] 0x000000000000a08a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088acf                        
     0.00%  server   server               [.] 0x000000000000759c                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803a8                        
     0.00%  server   server               [.] 0x00000000000086e0                        
     0.00%  server   server               [.] 0x000000000000d477                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832f8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080598                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000a41c                        
     0.00%  server   server               [.] 0x000000000000a672                        
     0.00%  server   server               [.] 0x000000000000842b                        
     0.00%  server   server               [.] 0x00000000000075ee                        
     0.00%  server   server               [.] 0x000000000000a642                        
     0.00%  server   server               [.] 0x000000000000d458                        
     0.00%  server   server               [.] 0x000000000000a6f4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000085094                        
     0.00%  server   [kernel.kallsyms]    [k] raise_softirq                             
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7ea                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000081020                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080348                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c350                        
     0.00%  server   server               [.] 0x000000000000e199                        
     0.00%  server   server               [.] 0x0000000000006733                        
     0.00%  server   server               [.] 0x000000000000e04a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f180                        
     0.00%  server   server               [.] 0x000000000000b448                        
     0.00%  server   [kernel.kallsyms]    [k] __update_cpu_load                         
     0.00%  server   server               [.] 0x0000000000009f8a                        
     0.00%  server   server               [.] 0x000000000000ddea                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dd9                        
     0.00%  server   server               [.] 0x000000000000c3d5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fd53                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe33                        
     0.00%  server   [kernel.kallsyms]    [k] copy_page_to_iter                         
     0.00%  server   [kernel.kallsyms]    [k] __mem_cgroup_threshold                    
     0.00%  server   server               [.] 0x000000000000a6c4                        
     0.00%  server   server               [.] 0x0000000000009f7a                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001081e3                        
     0.00%  server   server               [.] 0x000000000000866e                        
     0.00%  server   server               [.] 0x000000000000dfd8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000161695                        
     0.00%  server   server               [.] 0x0000000000007238                        
     0.00%  server   server               [.] 0x0000000000006a7d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ef91                        
     0.00%  server   server               [.] 0x000000000000cde2                        
     0.00%  server   server               [.] 0x00000000000064fb                        
     0.00%  server   server               [.] 0x000000000000aa04                        
     0.00%  server   server               [.] 0x00000000000064d0                        
     0.00%  server   server               [.] 0x0000000000006716                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000981c0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080553                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083321                        
     0.00%  server   server               [.] 0x0000000000009fa8                        
     0.00%  server   server               [.] 0x000000000000a503                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083291                        
     0.00%  server   [kernel.kallsyms]    [k] exit_idle                                 
     0.00%  server   libc-2.19.so         [.] 0x000000000008019f                        
     0.00%  server   server               [.] 0x000000000000b256                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f416                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec30                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b00                        
     0.00%  server   server               [.] 0x000000000000d4c6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4ce                        
     0.00%  server   server               [.] 0x0000000000006778                        
     0.00%  server   server               [.] 0x000000000000b205                        
     0.00%  server   server               [.] 0x00000000000075df                        
     0.00%  server   server               [.] 0x000000000000b851                        
     0.00%  server   server               [.] 0x000000000000e67c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f205                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f081                        
     0.00%  server   server               [.] 0x000000000000a62c                        
     0.00%  server   server               [.] 0x000000000000d410                        
     0.00%  server   server               [.] 0x00000000000071f8                        
     0.00%  server   server               [.] 0x0000000000008739                        
     0.00%  server   server               [.] 0x000000000000c3a1                        
     0.00%  server   server               [.] 0x000000000000b2ae                        
     0.00%  server   server               [.] 0x0000000000009973                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4b1                        
     0.00%  server   server               [.] 0x000000000000afc9                        
     0.00%  server   server               [.] 0x000000000000c80e                        
     0.00%  server   server               [.] 0x0000000000007eda                        
     0.00%  server   server               [.] 0x000000000000d277                        
     0.00%  server   server               [.] 0x0000000000002650                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001527a0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080600                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800ec                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f01f                        
     0.00%  server   server               [.] 0x000000000000b123                        
     0.00%  server   [kernel.kallsyms]    [k] __pm_relax                                
     0.00%  server   server               [.] 0x000000000000cf48                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e964                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000833bc                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c39b                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800b8                        
     0.00%  server   server               [.] 0x0000000000009148                        
     0.00%  server   server               [.] 0x000000000000c881                        
     0.00%  server   server               [.] 0x0000000000006785                        
     0.00%  server   server               [.] 0x000000000000afd1                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fc82                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108151                        
     0.00%  server   server               [.] 0x000000000000cf70                        
     0.00%  server   [kernel.kallsyms]    [k] update_wall_time                          
     0.00%  server   libc-2.19.so         [.] 0x000000000007f19f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e862                        
     0.00%  server   server               [.] 0x000000000000b45b                        
     0.00%  server   server               [.] 0x000000000000a28e                        
     0.00%  server   server               [.] 0x000000000000b117                        
     0.00%  server   server               [.] 0x00000000000071fa                        
     0.00%  server   server               [.] 0x000000000000c368                        
     0.00%  server   server               [.] 0x000000000000e8f7                        
     0.00%  server   [kernel.kallsyms]    [k] put_prev_task_fair                        
     0.00%  server   server               [.] 0x00000000000068f7                        
     0.00%  server   server               [.] 0x000000000000b1b8                        
     0.00%  server   server               [.] 0x000000000000b142                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000097ff9                        
     0.00%  server   server               [.] 0x000000000000a5a3                        
     0.00%  server   server               [.] 0x000000000000c540                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1ba7                        
     0.00%  server   server               [.] 0x000000000000a73a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8ae                        
     0.00%  server   server               [.] 0x000000000000a5d4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7cd                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcd5                        
     0.00%  server   server               [.] 0x000000000000d264                        
     0.00%  server   server               [.] 0x000000000000c87d                        
     0.00%  server   server               [.] 0x000000000000ec11                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832c4                        
     0.00%  server   server               [.] 0x000000000000d0e4                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804c4                        
     0.00%  server   [kernel.kallsyms]    [k] int_ret_from_sys_call_irqs_off            
     0.00%  server   server               [.] 0x000000000000874d                        
     0.00%  server   server               [.] 0x000000000000b687                        
     0.00%  server   libpthread-2.19.so   [.] 0x0000000000012164                        
     0.00%  server   server               [.] 0x000000000000c3be                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f0f9                        
     0.00%  server   server               [.] 0x000000000000b64d                        
     0.00%  server   server               [.] 0x000000000000d53f                        
     0.00%  server   server               [.] 0x0000000000007ee5                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb5cc                        
     0.00%  server   server               [.] 0x000000000000a711                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080164                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804a9                        
     0.00%  server   server               [.] 0x000000000000a09f                        
     0.00%  server   server               [.] 0x0000000000006a13                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b17                        
     0.00%  server   server               [.] 0x000000000000cd94                        
     0.00%  server   server               [.] 0x000000000000a234                        
     0.00%  server   server               [.] 0x000000000000ce31                        
     0.00%  server   server               [.] 0x0000000000009901                        
     0.00%  server   server               [.] 0x00000000000065f3                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007febb                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080858                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803b7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f188                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8e8                        
     0.00%  server   server               [.] 0x000000000000e1cf                        
     0.00%  server   server               [.] 0x0000000000008439                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7c7                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb4ab                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000a499                        
     0.00%  server   server               [.] 0x000000000000a554                        
     0.00%  server   server               [.] 0x0000000000008f1b                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000107ed4                        
     0.00%  server   server               [.] 0x000000000000b034                        
     0.00%  server   server               [.] 0x0000000000006a83                        
     0.00%  server   [kernel.kallsyms]    [k] cpu_needs_another_gp                      
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8d1                        
     0.00%  server   server               [.] 0x00000000000098fd                        
     0.00%  server   server               [.] 0x000000000000a4e0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fd92                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088bef                        
     0.00%  server   libc-2.19.so         [.] 0x000000000010804b                        
     0.00%  server   server               [.] 0x00000000000085c8                        
     0.00%  server   server               [.] 0x000000000000751d                        
     0.00%  server   server               [.] 0x000000000000a6a5                        
     0.00%  server   server               [.] 0x000000000000a743                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801f5                        
     0.00%  server   server               [.] 0x000000000000e500                        
     0.00%  server   server               [.] 0x000000000000d3ca                        
     0.00%  server   server               [.] 0x00000000000081c3                        
     0.00%  server   [kernel.kallsyms]    [k] run_rebalance_domains                     
     0.00%  server   server               [.] 0x000000000000c364                        
     0.00%  server   server               [.] 0x0000000000007639                        
     0.00%  server   server               [.] 0x000000000000a8dd                        
     0.00%  server   server               [.] 0x0000000000007203                        
     0.00%  server   server               [.] 0x000000000000e1be                        
     0.00%  server   server               [.] 0x000000000000e7c0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000160070                        
     0.00%  server   server               [.] 0x0000000000007498                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000082804                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe6e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080014                        
     0.00%  server   server               [.] 0x000000000000d481                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080418                        
     0.00%  server   server               [.] 0x000000000000a311                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8aa                        
     0.00%  server   server               [.] 0x000000000000aad0                        
     0.00%  server   server               [.] 0x000000000000b055                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800bd                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f20c                        
     0.00%  server   server               [.] 0x000000000000ec9d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008338d                        
     0.00%  server   server               [.] 0x000000000000ed44                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe4f                        
     0.00%  server   server               [.] 0x000000000000b195                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008327a                        
     0.00%  server   server               [.] 0x0000000000008195                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e86c                        
     0.00%  server   server               [.] 0x000000000000a54c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000107f04                        
     0.00%  server   server               [.] 0x000000000000e1a2                        
     0.00%  server   server               [.] 0x000000000000a4cd                        
     0.00%  server   [kernel.kallsyms]    [k] note_gp_changes                           
     0.00%  server   server               [.] 0x00000000000090a0                        
     0.00%  server   server               [.] 0x000000000000d416                        
     0.00%  server   server               [.] 0x00000000000067ac                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080716                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088afd                        
     0.00%  server   server               [.] 0x0000000000006a41                        
     0.00%  server   server               [.] 0x000000000000a579                        
     0.00%  server   server               [.] 0x000000000000e591                        
     0.00%  server   server               [.] 0x000000000000b14f                        
     0.00%  server   server               [.] 0x000000000000e599                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc18                        
     0.00%  server   server               [.] 0x0000000000007249                        
     0.00%  server   server               [.] 0x000000000000cd9d                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02c0                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402e2                        
     0.00%  server   [kernel.kallsyms]    [k] mod_zone_page_state                       
     0.00%  server   server               [.] 0x000000000000a020                        
     0.00%  server   server               [.] 0x000000000000a55c                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832a4                        
     0.00%  server   server               [.] 0x000000000000c42c                        
     0.00%  server   server               [.] 0x00000000000065c5                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801e7                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000098046                        
     0.00%  server   server               [.] 0x0000000000007eb8                        
     0.00%  server   server               [.] 0x000000000000b007                        
     0.00%  server   server               [.] 0x0000000000007ef5                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b0b                        
     0.00%  server   server               [.] 0x000000000000761a                        
     0.00%  server   server               [.] 0x000000000000b282                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007feab                        
     0.00%  server   server               [.] 0x000000000000ecb4                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800af                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083386                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080133                        
     0.00%  server   [kvm]                [k] pvclock_gtod_notify                       
     0.00%  server   libc-2.19.so         [.] 0x000000000009818e                        
     0.00%  server   server               [.] 0x0000000000007e68                        
     0.00%  server   server               [.] 0x000000000000b1ac                        
     0.00%  server   server               [.] 0x0000000000007645                        
     0.00%  server   server               [.] 0x000000000000865a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008326c                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b8a4                        
     0.00%  server   [kernel.kallsyms]    [k] schedule_hrtimeout_range                  
     0.00%  server   server               [.] 0x00000000000083ff                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803f9                        
     0.00%  server   [kernel.kallsyms]    [k] reschedule_interrupt                      
     0.00%  server   libc-2.19.so         [.] 0x0000000000080e3c                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000f1282                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832b7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008058e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080620                        
     0.00%  server   server               [.] 0x0000000000008203                        
     0.00%  server   server               [.] 0x0000000000007528                        
     0.00%  server   server               [.] 0x000000000000a5e6                        
     0.00%  server   server               [.] 0x0000000000007543                        
     0.00%  server   server               [.] 0x000000000000823c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7df                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008034d                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe23                        
     0.00%  server   server               [.] 0x000000000000e8e0                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832dc                        
     0.00%  server   server               [.] 0x0000000000007f40                        
     0.00%  server   server               [.] 0x000000000000c771                        
     0.00%  server   server               [.] 0x000000000000ce80                        
     0.00%  server   server               [.] 0x000000000000b3bd                        
     0.00%  server   server               [.] 0x0000000000009f98                        
     0.00%  server   server               [.] 0x000000000000878f                        
     0.00%  server   [kernel.kallsyms]    [k] __bitmap_equal                            
     0.00%  server   server               [.] 0x000000000000b022                        
     0.00%  server   server               [.] 0x000000000000dfdf                        
     0.00%  server   server               [.] 0x000000000000e122                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fd39                        
     0.00%  server   server               [.] 0x00000000000086b0                        
     0.00%  server   server               [.] 0x000000000000a245                        
     0.00%  server   server               [.] 0x00000000000086a4                        
     0.00%  server   server               [.] 0x000000000000877b                        
     0.00%  server   server               [.] 0x000000000000c537                        
     0.00%  server   server               [.] 0x000000000000b18c                        
     0.00%  server   server               [.] 0x00000000000075ad                        
     0.00%  server   server               [.] 0x000000000000c388                        
     0.00%  server   server               [.] 0x0000000000007264                        
     0.00%  server   server               [.] 0x00000000000065bb                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ef26                        
     0.00%  server   server               [.] 0x0000000000008528                        
     0.00%  server   server               [.] 0x0000000000007222                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008038f                        
     0.00%  server   server               [.] 0x000000000000a512                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fce7                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083356                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f12f                        
     0.00%  server   server               [.] 0x000000000000d563                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000097fe6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdf3                        
     0.00%  server   server               [.] 0x000000000000aabe                        
     0.00%  server   server               [.] 0x000000000000c84c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083367                        
     0.00%  server   server               [.] 0x000000000000b162                        
     0.00%  server   server               [.] 0x000000000000a82f                        
     0.00%  server   server               [.] 0x000000000000b070                        
     0.00%  server   server               [.] 0x0000000000008496                        
     0.00%  server   server               [.] 0x0000000000007ead                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008032a                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bc9                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff80                        
     0.00%  server   server               [.] 0x00000000000084ed                        
     0.00%  server   server               [.] 0x000000000000afdb                        
     0.00%  server   server               [.] 0x000000000000a170                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080594                        
     0.00%  server   server               [.] 0x00000000000099d6                        
     0.00%  server   server               [.] 0x000000000000e804                        
     0.00%  server   server               [.] 0x0000000000009206                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140578                        
     0.00%  server   [kernel.kallsyms]    [k] __module_get                              
     0.00%  server   libc-2.19.so         [.] 0x00000000000f4ab5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fd82                        
     0.00%  server   server               [.] 0x000000000000a239                        
     0.00%  server   server               [.] 0x0000000000009f9b                        
     0.00%  server   server               [.] 0x0000000000009f95                        
     0.00%  server   server               [.] 0x000000000000affb                        
     0.00%  server   server               [.] 0x000000000000750c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007df52                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009800c                        
     0.00%  server   server               [.] 0x000000000000b167                        
     0.00%  server   server               [.] 0x000000000000c7a1                        
     0.00%  server   server               [.] 0x000000000000a4fc                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008336a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000160f30                        
     0.00%  server   server               [.] 0x000000000000c39e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080043                        
     0.00%  server   server               [.] 0x000000000000a4ed                        
     0.00%  server   server               [.] 0x000000000000a6df                        
     0.00%  server   [kernel.kallsyms]    [k] native_iret                               
     0.00%  server   server               [.] 0x000000000000672b                        
     0.00%  server   server               [.] 0x000000000000d577                        
     0.00%  server   server               [.] 0x000000000000b3b4                        
     0.00%  server   server               [.] 0x000000000000dfe5                        
     0.00%  server   server               [.] 0x000000000000a709                        
     0.00%  server   server               [.] 0x0000000000008524                        
     0.00%  server   server               [.] 0x00000000000066e3                        
     0.00%  server   server               [.] 0x000000000000a127                        
     0.00%  server   server               [.] 0x0000000000008521                        
     0.00%  server   server               [.] 0x000000000000825f                        
     0.00%  server   server               [.] 0x000000000000e022                        
     0.00%  server   server               [.] 0x0000000000007496                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ccac                        
     0.00%  server   server               [.] 0x0000000000005511                        
     0.00%  server   server               [.] 0x000000000000cd14                        
     0.00%  server   server               [.] 0x000000000000c46b                        
     0.00%  server   server               [.] 0x000000000000650a                        
     0.00%  server   server               [.] 0x0000000000006362                        
     0.00%  server   [kernel.kallsyms]    [k] ktime_get                                 
     0.00%  server   [kernel.kallsyms]    [k] perf_event_aux                            
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7d1                        
     0.00%  server   server               [.] 0x00000000000092e6                        
     0.00%  server   server               [.] 0x0000000000008e8a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000098020                        
     0.00%  server   server               [.] 0x000000000000c37e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108123                        
     0.00%  server   server               [.] 0x000000000000a657                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000833a0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f3f1                        
     0.00%  server   server               [.] 0x000000000000720d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e913                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c3e3                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000097fd7                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080441                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdb4                        
     0.00%  server   [kernel.kallsyms]    [k] perf_event_aux_ctx                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dd1                        
     0.00%  server   server               [.] 0x000000000000830d                        
     0.00%  server   server               [.] 0x0000000000006a9c                        
     0.00%  server   server               [.] 0x0000000000008050                        
     0.00%  server   server               [.] 0x000000000000c677                        
     0.00%  server   server               [.] 0x0000000000009099                        
     0.00%  server   server               [.] 0x000000000000a2f9                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800fc                        
     0.00%  server   server               [.] 0x000000000000a9c3                        
     0.00%  server   server               [.] 0x000000000000d51d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f215                        
     0.00%  server   server               [.] 0x000000000000aafa                        
     0.00%  server   server               [.] 0x0000000000007e98                        
     0.00%  server   server               [.] 0x000000000000b1c6                        
     0.00%  server   [kernel.kallsyms]    [k] intel_pmu_enable_all                      
     0.00%  server   server               [.] 0x000000000000afc2                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801a9                        
     0.00%  server   server               [.] 0x000000000000d449                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000faae0                        
     0.00%  server   server               [.] 0x000000000000c78c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083258                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008333f                        
     0.00%  server   server               [.] 0x0000000000008400                        
     0.00%  server   [kernel.kallsyms]    [k] native_send_call_func_single_ipi          
     0.00%  server   server               [.] 0x000000000000e714                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bcc                        
     0.00%  server   server               [.] 0x0000000000007586                        
     0.00%  server   server               [.] 0x000000000000e800                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f474                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdc6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e86a                        
     0.00%  server   server               [.] 0x0000000000008427                        
     0.00%  server   server               [.] 0x000000000000a4c8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140230                        
     0.00%  server   server               [.] 0x000000000000999d                        
     0.00%  server   [kernel.kallsyms]    [k] bad_to_user                               
     0.00%  server   server               [.] 0x000000000000f182                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb1d9                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec3e                        
     0.00%  server   [kernel.kallsyms]    [k] generic_smp_call_function_single_interrupt
     0.00%  server   libc-2.19.so         [.] 0x00000000000800a0                        
     0.00%  server   server               [.] 0x000000000000c3ee                        
     0.00%  server   server               [.] 0x000000000000cd22                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000107ef7                        
     0.00%  server   server               [.] 0x000000000000b797                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080580                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083308                        
     0.00%  server   [kernel.kallsyms]    [k] notifier_call_chain                       
     0.00%  server   server               [.] 0x000000000000d3cf                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f814                        
     0.00%  server   server               [.] 0x000000000000b030                        
     0.00%  server   libpthread-2.19.so   [.] 0x0000000000012198                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ec5a                        
     0.00%  server   server               [.] 0x000000000000b05f                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff82                        
     0.00%  server   server               [.] 0x000000000000c3a5                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084bee                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827b6                        
     0.00%  server   server               [.] 0x000000000000ed23                        
     0.00%  server   server               [.] 0x000000000000cdac                        
     0.00%  server   server               [.] 0x000000000000e124                        
